K_18	K_19	G_20	K_21	K_22	K_23	G_24	G_25	G_26	G_27
204240_s_at	722.8	432.65	3933.8	666.8	548.05	3933.8	987.4749999999999	534.45	1079.4	1023.5
204241_at	722.8	432.65	3933.8	666.8	548.05	3933.8	987.4749999999999	534.45	1079.4	1023.5
204242_s_at	722.8	432.65	3933.8	666.8	548.05	3933.8	987.4749999999999	534.45	1079.4	1023.5
204243_at	853.15	432.65	3933.8	666.8	548.05	3933.8	987.4749999999999	534.45	1079.4	1023.5
204244_s_at	853.15	432.65	3933.8	666.8	548.05	3933.8	987.4749999999999	534.45	1079.4	1023.5
204245_s_at	853.15	432.65	3933.8	666.8	548.05	3933.8	987.4749999999999	534.45	1079.4	1023.5
204246_s_at	853.15	817.15	3933.8	666.8	548.05	3933.8	987.4749999999999	534.45	1079.4	1023.5
204247_s_at	853.15	817.15	3933.8	666.8	548.05	3933.8	987.4749999999999	534.45	1079.4	1023.5
204248_at	853.15	817.15	346.5	666.8	548.05	3933.8	987.4749999999999	1384.65	1079.4	1023.5
204249_s_at	853.15	817.15	346.5	666.8	548.05	3933.8	987.4749999999999	1384.65	1079.4	1023.5
204250_s_at	853.15	817.15	346.5	606.75	548.05	3933.8	987.4749999999999	1384.65	1079.4	1023.5
204251_s_at	853.15	817.15	346.5	606.75	548.05	3933.8	968.65	1384.65	1079.4	1023.5
204252_at	853.15	817.15	346.5	606.75	548.05	3933.8	968.65	1384.65	1079.4	1023.5
204253_s_at	853.15	817.15	346.5	606.75	548.05	3933.8	968.65	1384.65	1079.4	1023.5
204254_s_at	853.15	817.15	346.5	606.75	548.05	3933.8	968.65	1384.65	1079.4	1023.5
204255_s_at	853.15	817.15	346.5	606.75	548.05	3933.8	968.65	1384.65	1079.4	1023.5
204256_at	853.15	817.15	346.5	606.75	548.05	3933.8	968.65	1384.65	1079.4	1023.5
204257_at	853.15	817.15	346.5	606.75	548.05	3933.8	968.65	1384.65	1079.4	1023.5
204258_at	853.15	817.15	346.5	606.75	548.05	3933.8	968.65	1384.65	1079.4	1023.5
204259_at	853.15	817.15	346.5	606.75	872.65	3933.8	968.65	1384.65	1079.4	1023.5
204260_at	853.15	817.15	346.5	606.75	872.65	3933.8	968.65	1384.65	1079.4	1023.5
204261_s_at	853.15	817.15	346.5	606.75	872.65	3933.8	968.65	1384.65	1079.4	1023.5
204262_s_at	853.15	817.15	346.5	606.75	872.65	3933.8	968.65	1384.65	1079.4	1023.5
204263_s_at	853.15	817.15	346.5	606.75	872.65	3933.8	968.65	1384.65	1079.4	1023.5
204264_at	853.15	817.15	346.5	606.75	872.65	3933.8	968.65	1384.65	1079.4	1023.5
204265_s_at	853.15	817.15	346.5	141.4	872.65	3933.8	968.65	1384.65	1079.4	1023.5
204266_s_at	853.15	817.15	346.5	141.4	872.65	3933.8	968.65	1384.65	9348.4	1023.5
204267_x_at	853.15	817.15	821.0	141.4	872.65	3933.8	968.65	1384.65	666.8	1023.5
204268_at	853.15	817.15	821.0	141.4	872.65	3933.8	968.65	1384.65	666.8	4539.25
204269_at	853.15	817.15	821.0	141.4	872.65	3933.8	968.65	1384.65	666.8	241.5
204270_at	853.15	817.15	821.0	141.4	872.65	3933.8	968.65	1384.65	666.8	241.5
204271_s_at	853.15	817.15	821.0	141.4	872.65	3933.8	968.65	1384.65	666.8	241.5
204272_at	853.15	817.15	821.0	141.4	872.65	134.8	968.65	119.55000000000001	666.8	241.5
204273_at	853.15	817.15	821.0	141.4	872.65	917.15	968.65	119.55000000000001	666.8	241.5
204274_at	853.15	817.15	821.0	141.4	872.65	917.15	968.65	119.55000000000001	666.8	241.5
204275_at	853.15	817.15	821.0	141.4	872.65	917.15	968.65	119.55000000000001	666.8	241.5
204276_at	853.15	817.15	821.0	141.4	872.65	917.15	968.65	119.55000000000001	666.8	241.5
204277_s_at	853.15	817.15	821.0	141.4	872.65	917.15	968.65	119.55000000000001	666.8	241.5
204278_s_at	853.15	817.15	821.0	141.4	872.65	917.15	968.65	119.55000000000001	666.8	241.5
204279_at	853.15	817.15	821.0	141.4	872.65	917.15	968.65	119.55000000000001	666.8	241.5
204280_at	853.15	313.4	821.0	141.4	872.65	917.15	968.65	119.55000000000001	666.8	241.5
204281_at	853.15	313.4	821.0	141.4	289.5	917.15	968.65	119.55000000000001	666.8	241.5
204282_s_at	397.3	313.4	821.0	141.4	447.15	917.15	968.65	119.55000000000001	666.8	241.5
204283_at	397.3	313.4	821.0	141.4	447.15	917.15	968.65	119.55000000000001	666.8	241.5
204284_at	397.3	313.4	821.0	141.4	447.15	917.15	968.65	119.55000000000001	666.8	241.5
204285_s_at	397.3	313.4	821.0	141.4	447.15	917.15	968.65	119.55000000000001	666.8	241.5
204286_s_at	397.3	313.4	717.4	141.4	447.15	917.15	4917.9	119.55000000000001	666.8	241.5
204287_at	397.3	313.4	717.4	141.4	447.15	917.15	1206.9	119.55000000000001	666.8	241.5
204288_s_at	397.3	313.4	717.4	141.4	447.15	917.15	425.0	694.4	666.8	241.5
204289_at	397.3	313.4	717.4	141.4	447.15	917.15	425.0	694.4	666.8	241.5
204290_s_at	397.3	313.4	717.4	141.4	447.15	917.15	425.0	694.4	666.8	86.4
204291_at	397.3	313.4	717.4	372.15	447.15	917.15	425.0	694.4	666.8	86.4
204292_x_at	397.3	313.4	717.4	372.15	447.15	917.15	425.0	694.4	582.225	86.4
204293_at	397.3	313.4	717.4	372.15	447.15	917.15	425.0	694.4	582.225	86.4
204294_at	397.3	313.4	717.4	372.15	447.15	917.15	425.0	694.4	582.225	86.4
204295_at	397.3	313.4	717.4	372.15	447.15	917.15	425.0	694.4	582.225	86.4
204296_at	397.3	313.4	717.4	372.15	447.15	917.15	425.0	694.4	582.225	86.4
204297_at	397.3	313.4	717.4	372.15	447.15	917.15	425.0	694.4	582.225	86.4
204298_s_at	397.3	313.4	717.4	372.15	447.15	917.15	425.0	694.4	582.225	86.4
204299_at	397.3	313.4	717.4	372.15	447.15	917.15	425.0	694.4	582.225	86.4
204300_at	397.3	313.4	717.4	372.15	447.15	917.15	425.0	694.4	582.225	86.4
204301_at	397.3	313.4	717.4	372.15	447.15	917.15	425.0	694.4	582.225	86.4
204302_s_at	397.3	313.4	717.4	372.15	447.15	917.15	425.0	694.4	582.225	86.4
204303_s_at	397.3	313.4	717.4	372.15	447.15	917.15	425.0	694.4	582.225	86.4
204304_s_at	780.3	313.4	717.4	372.15	447.15	917.15	425.0	694.4	582.225	86.4
204305_at	780.3	313.4	717.4	372.15	447.15	917.15	425.0	694.4	582.225	86.4
204306_s_at	780.3	313.4	717.4	372.15	447.15	917.15	425.0	694.4	582.225	1644.9
204307_at	780.3	313.4	717.4	372.15	447.15	548.5	425.0	694.4	582.225	1644.9
204308_s_at	780.3	313.4	717.4	372.15	447.15	548.5	425.0	694.4	582.225	1644.9
204309_at	780.3	313.4	717.4	372.15	447.15	548.5	425.0	694.4	582.225	1644.9
204310_s_at	780.3	313.4	717.4	372.15	447.15	548.5	425.0	694.4	582.225	1644.9
204311_at	780.3	313.4	717.4	372.15	447.15	548.5	425.0	694.4	582.225	1644.9
204312_x_at	780.3	313.4	717.4	372.15	447.15	548.5	425.0	694.4	582.225	1644.9
204313_s_at	780.3	313.4	717.4	372.15	447.15	548.5	425.0	694.4	582.225	1644.9
204314_s_at	780.3	313.4	185.25	372.15	447.15	548.5	425.0	694.4	582.225	1644.9
204315_s_at	780.3	313.4	185.25	372.15	447.15	548.5	425.0	694.4	582.225	1644.9
204316_at	780.3	313.4	185.25	372.15	557.9	548.5	425.0	694.4	582.225	1644.9
204317_at	780.3	313.4	185.25	372.15	557.9	548.5	425.0	694.4	582.225	1644.9
204318_s_at	780.3	313.4	185.25	372.15	557.9	548.5	4931.15	694.4	582.225	1644.9
204319_s_at	780.3	313.4	185.25	372.15	557.9	548.5	4931.15	694.4	582.225	1644.9
204320_at	780.3	313.4	185.25	372.15	557.9	548.5	4931.15	694.4	582.225	1644.9
204321_at	780.3	313.4	185.25	372.15	557.9	548.5	4931.15	694.4	582.225	1644.9
204322_at	780.3	313.4	185.25	372.15	557.9	548.5	4931.15	694.4	582.225	1644.9
204323_x_at	780.3	313.4	185.25	372.15	557.9	548.5	4931.15	694.4	582.225	7734.15
204324_s_at	780.3	313.4	185.25	372.15	557.9	548.5	4931.15	694.4	582.225	5164.05
204325_s_at	780.3	313.4	185.25	372.15	557.9	548.5	4931.15	694.4	582.225	5164.05
204326_x_at	780.3	313.4	185.25	372.15	557.9	548.5	4931.15	694.4	582.225	5164.05
204327_s_at	780.3	313.4	185.25	171.8	557.9	548.5	4931.15	694.4	582.225	5164.05
204328_at	780.3	313.4	185.25	370.4	557.9	548.5	4931.15	694.4	905.75	5164.05
204329_s_at	780.3	313.4	185.25	370.4	557.9	548.5	4931.15	133.3	905.75	5164.05
204330_s_at	780.3	313.4	185.25	370.4	557.9	548.5	4931.15	133.3	905.75	5164.05
204331_s_at	780.3	313.4	185.25	370.4	557.9	548.5	4931.15	133.3	905.75	5164.05
204332_s_at	780.3	313.4	185.25	370.4	557.9	548.5	4931.15	133.3	905.75	5164.05
204333_s_at	780.3	313.4	185.25	370.4	557.9	548.5	4931.15	133.3	905.75	5164.05
204334_at	780.3	313.4	185.25	370.4	557.9	548.5	4931.15	133.3	905.75	5164.05
204335_at	780.3	1257.3	185.25	370.4	557.9	548.5	4931.15	133.3	905.75	5164.05
204336_s_at	780.3	543.65	185.25	370.4	557.9	548.5	4931.15	133.3	905.75	5164.05
204337_at	780.3	543.65	185.25	370.4	557.9	548.5	4931.15	133.3	905.75	5164.05
204338_s_at	780.3	543.65	185.25	370.4	557.9	548.5	4931.15	133.3	905.75	5164.05
204339_s_at	780.3	543.65	185.25	370.4	776.55	548.5	4931.15	133.3	905.75	5164.05
204340_at	780.3	543.65	185.25	370.4	776.55	548.5	4931.15	133.3	905.75	5164.05
204341_at	780.3	543.65	185.25	370.4	776.55	548.5	4931.15	133.3	905.75	5164.05
204342_at	780.3	543.65	185.25	370.4	776.55	3263.15	4931.15	133.3	905.75	5164.05
204343_at	780.3	543.65	185.25	370.4	776.55	469.9	4931.15	133.3	905.75	5164.05
204344_s_at	780.3	543.65	185.25	370.4	776.55	469.9	4931.15	133.3	905.75	5164.05
204345_at	780.3	543.65	185.25	370.4	776.55	469.9	4931.15	133.3	905.75	5164.05
204346_s_at	780.3	543.65	878.025	636.15	776.55	469.9	4931.15	133.3	905.75	5164.05
204347_at	1256.3	543.65	878.025	636.15	776.55	469.9	4931.15	769.65	905.75	582.55
204348_s_at	1256.3	543.65	878.025	636.15	776.55	469.9	4931.15	769.65	1155.4	582.55
204349_at	1256.3	543.65	878.025	636.15	776.55	469.9	4931.15	769.65	399.75	582.55
204350_s_at	1256.3	543.65	878.025	636.15	776.55	469.9	240.325	769.65	399.75	582.55
204351_at	1256.3	543.65	878.025	636.15	776.55	469.9	240.325	769.65	399.75	582.55
204352_at	1256.3	543.65	878.025	636.15	776.55	469.9	240.325	769.65	399.75	582.55
204353_s_at	1256.3	543.65	878.025	636.15	776.55	469.9	240.325	769.65	399.75	582.55
204354_at	1256.3	543.65	878.025	636.15	776.55	469.9	240.325	769.65	399.75	582.55
204355_at	1256.3	543.65	878.025	636.15	776.55	469.9	240.325	769.65	399.75	582.55
204356_at	1256.3	543.65	878.025	636.15	776.55	469.9	240.325	769.65	399.75	582.55
204357_s_at	1256.3	543.65	878.025	636.15	776.55	469.9	240.325	769.65	399.75	582.55
204358_s_at	1256.3	543.65	878.025	636.15	776.55	469.9	240.325	769.65	399.75	582.55
204359_at	1256.3	543.65	878.025	636.15	776.55	469.9	240.325	769.65	399.75	582.55
204360_s_at	1256.3	543.65	878.025	636.15	776.55	469.9	240.325	769.65	399.75	582.55
204361_s_at	1256.3	543.65	878.025	144.0	776.55	469.9	240.325	769.65	399.75	582.55
204362_at	1256.3	543.65	878.025	224.05	776.55	469.9	240.325	769.65	399.75	582.55
204363_at	1256.3	543.65	878.025	224.05	776.55	469.9	240.325	769.65	399.75	582.55
204364_s_at	1256.3	543.65	878.025	224.05	191.9	469.9	240.325	769.65	399.75	582.55
204365_s_at	1256.3	543.65	878.025	224.05	191.9	469.9	240.325	769.65	399.75	582.55
204366_s_at	1256.3	543.65	878.025	224.05	191.9	469.9	240.325	381.5	399.75	530.3
204367_at	1256.3	543.65	878.025	224.05	191.9	469.9	240.325	381.5	399.75	1059.05
204368_at	1256.3	543.65	878.025	224.05	191.9	469.9	240.325	381.5	399.75	758.15
204369_at	1256.3	543.65	878.025	224.05	191.9	469.9	240.325	381.5	399.75	758.15
204370_at	1256.3	543.65	878.025	224.05	191.9	469.9	240.325	381.5	399.75	758.15
204371_s_at	1256.3	543.65	878.025	224.05	191.9	469.9	240.325	381.5	399.75	758.15
204372_s_at	1256.3	543.65	878.025	224.05	191.9	469.9	294.3	381.5	399.75	758.15
204373_s_at	1256.3	543.65	878.025	224.05	191.9	469.9	203.15	381.5	240.0	758.15
204374_s_at	1256.3	543.65	878.025	224.05	191.9	469.9	203.15	381.5	240.0	758.15
204375_at	1256.3	543.65	296.4	224.05	191.9	469.9	203.15	381.5	240.0	758.15
204376_at	1256.3	543.65	296.4	224.05	191.9	469.9	203.15	381.5	240.0	758.15
204377_s_at	1256.3	543.65	296.4	224.05	191.9	469.9	203.15	381.5	240.0	758.15
204378_at	1256.3	543.65	296.4	224.05	191.9	469.9	203.15	381.5	240.0	1249.4
204379_s_at	1256.3	543.65	296.4	224.05	191.9	469.9	203.15	381.5	240.0	707.25
204380_s_at	1256.3	543.65	296.4	224.05	191.9	469.9	203.15	381.5	240.0	707.25
204381_at	1256.3	543.65	296.4	224.05	401.4	469.9	203.15	381.5	240.0	707.25
204382_at	1256.3	543.65	296.4	224.05	401.4	469.9	203.15	381.5	240.0	707.25
204383_at	1256.3	543.65	296.4	224.05	401.4	469.9	203.15	381.5	240.0	707.25
204384_at	1256.3	543.65	296.4	224.05	401.4	469.9	203.15	381.5	240.0	707.25
204385_at	1256.3	543.65	296.4	224.05	401.4	469.9	203.15	381.5	240.0	707.25
204386_s_at	1256.3	543.65	296.4	979.0	401.4	722.8	203.15	381.5	240.0	707.25
204387_x_at	1256.3	543.65	296.4	979.0	401.4	722.8	203.15	381.5	240.0	707.25
204388_s_at	1256.3	543.65	296.4	979.0	401.4	722.8	203.15	381.5	240.0	707.25
204389_at	1256.3	543.65	296.4	979.0	401.4	722.8	203.15	381.5	240.0	707.25
204390_at	1256.3	543.65	296.4	979.0	401.4	722.8	203.15	381.5	240.0	880.9
204391_x_at	1256.3	543.65	296.4	979.0	401.4	722.8	203.15	381.5	240.0	880.9
204392_at	876.8	543.65	296.4	979.0	401.4	722.8	610.9	381.5	1249.4	880.9
204393_s_at	876.8	543.65	296.4	979.0	401.4	722.8	610.9	381.5	2308.9	880.9
204394_at	876.8	543.65	296.4	979.0	401.4	722.8	610.9	381.5	2308.9	880.9
204395_s_at	876.8	543.65	302.3	979.0	401.4	722.8	610.9	381.5	2308.9	880.9
204396_s_at	876.8	543.65	302.3	979.0	401.4	722.8	610.9	381.5	2308.9	880.9
204397_at	876.8	543.65	302.3	979.0	401.4	722.8	610.9	452.9	2308.9	880.9
204398_s_at	876.8	543.65	302.3	979.0	401.4	722.8	610.9	452.9	2308.9	880.9
204399_s_at	876.8	543.65	302.3	979.0	401.4	722.8	610.9	452.9	2308.9	880.9
204400_at	876.8	543.65	302.3	979.0	401.4	722.8	610.9	452.9	2308.9	880.9
204401_at	876.8	543.65	302.3	979.0	401.4	722.8	610.9	452.9	2308.9	880.9
204402_at	876.8	543.65	302.3	979.0	401.4	722.8	610.9	452.9	2308.9	880.9
204403_x_at	876.8	543.65	302.3	979.0	401.4	722.8	610.9	452.9	2308.9	880.9
204404_at	876.8	543.65	302.3	324.3	401.4	722.8	610.9	452.9	2308.9	880.9
204405_x_at	876.8	543.65	302.3	324.3	401.4	722.8	610.9	452.9	2308.9	880.9
204406_at	876.8	543.65	302.3	324.3	401.4	722.8	610.9	452.9	2308.9	880.9
204407_at	876.8	543.65	302.3	324.3	401.4	722.8	610.9	452.9	2308.9	880.9
204408_at	876.8	543.65	302.3	324.3	401.4	722.8	610.9	452.9	2308.9	880.9
204409_s_at	876.8	543.65	302.3	324.3	338.4	722.8	610.9	452.9	2308.9	880.9
204410_at	876.8	543.65	302.3	324.3	338.4	722.8	610.9	452.9	2308.9	880.9
204411_at	876.8	543.65	302.3	324.3	338.4	722.8	610.9	452.9	2308.9	880.9
204412_s_at	876.8	543.65	302.3	324.3	338.4	722.8	610.9	452.9	2308.9	880.9
204413_at	876.8	543.65	302.3	324.3	338.4	722.8	610.9	452.9	2308.9	880.9
204414_at	876.8	718.0	302.3	324.3	338.4	722.8	610.9	452.9	2308.9	880.9
204415_at	876.8	718.0	302.3	324.3	338.4	722.8	610.9	452.9	2308.9	101.9
204416_x_at	876.8	718.0	302.3	324.3	338.4	438.5	610.9	452.9	2308.9	101.9
204417_at	876.8	718.0	302.3	324.3	338.4	438.5	610.9	452.9	2308.9	101.9
204418_x_at	876.8	718.0	302.3	324.3	338.4	438.5	610.9	452.9	2308.9	101.9
204419_x_at	876.8	718.0	302.3	324.3	338.4	438.5	610.9	452.9	2308.9	101.9
204420_at	876.8	718.0	302.3	324.3	338.4	438.5	610.9	452.9	2308.9	101.9
204421_s_at	876.8	718.0	302.3	324.3	338.4	438.5	610.9	4917.9	2308.9	101.9
204422_s_at	876.8	718.0	302.3	324.3	338.4	438.5	610.9	573.15	2308.9	101.9
204423_at	876.8	718.0	915.675	324.3	338.4	438.5	610.9	573.15	2308.9	101.9
204424_s_at	876.8	718.0	915.675	324.3	338.4	438.5	610.9	573.15	2308.9	101.9
204425_at	876.8	718.0	915.675	324.3	338.4	438.5	610.9	573.15	2308.9	101.9
204426_at	876.8	718.0	915.675	324.3	338.4	438.5	610.9	573.15	2308.9	101.9
204427_s_at	876.8	718.0	915.675	324.3	338.4	438.5	610.9	573.15	2308.9	101.9
204428_s_at	876.8	718.0	915.675	324.3	338.4	438.5	610.9	573.15	2308.9	101.9
204429_s_at	876.8	718.0	915.675	324.3	338.4	438.5	610.9	573.15	2308.9	101.9
204430_s_at	876.8	718.0	915.675	324.3	338.4	438.5	610.9	573.15	2308.9	101.9
204431_at	876.8	718.0	915.675	324.3	338.4	438.5	610.9	573.15	2308.9	101.9
204432_at	876.8	718.0	915.675	5002.65	338.4	438.5	610.9	573.15	201.75	101.9
204433_s_at	876.8	718.0	915.675	5002.65	338.4	438.5	610.9	573.15	201.75	101.9
204434_at	876.8	718.0	915.675	5002.65	242.3	438.5	610.9	573.15	201.75	101.9
204435_at	876.8	718.0	915.675	5002.65	668.075	438.5	317.9	573.15	201.75	101.9
204436_at	876.8	718.0	915.675	5002.65	668.075	438.5	317.9	573.15	201.75	480.3
204437_s_at	876.8	718.0	915.675	5002.65	668.075	438.5	317.9	573.15	201.75	772.575
204438_at	1100.25	718.0	915.675	5002.65	668.075	438.5	317.9	573.15	201.75	772.575
204439_at	1100.25	718.0	915.675	5002.65	668.075	438.5	317.9	573.15	201.75	772.575
204440_at	1100.25	718.0	915.675	5002.65	668.075	438.5	317.9	573.15	201.75	772.575
204441_s_at	1100.25	718.0	915.675	5002.65	668.075	438.5	317.9	573.15	201.75	772.575
204442_x_at	1100.25	718.0	915.675	5002.65	668.075	438.5	317.9	573.15	201.75	772.575
204443_at	1100.25	718.0	915.675	5002.65	668.075	9348.4	317.9	573.15	201.75	772.575
204444_at	1100.25	718.0	915.675	5002.65	668.075	872.65	317.9	573.15	201.75	772.575
204445_s_at	1100.25	718.0	915.675	5002.65	668.075	872.65	317.9	573.15	201.75	772.575
204446_s_at	1100.25	718.0	915.675	5002.65	668.075	872.65	317.9	573.15	201.75	772.575
204447_at	1100.25	718.0	915.675	5002.65	486.04999999999995	872.65	317.9	573.15	201.75	772.575
204448_s_at	1100.25	718.0	915.675	5002.65	486.04999999999995	872.65	317.9	573.15	201.75	772.575
204449_at	1100.25	718.0	915.675	654.9	486.04999999999995	872.65	317.9	573.15	201.75	772.575
204450_x_at	1100.25	718.0	915.675	654.9	486.04999999999995	872.65	317.9	573.15	201.75	772.575
204451_at	1100.25	718.0	915.675	654.9	486.04999999999995	872.65	317.9	573.15	201.75	772.575
204452_s_at	1100.25	718.0	915.675	654.9	486.04999999999995	872.65	317.9	573.15	1055.4	772.575
204453_at	1100.25	718.0	915.675	654.9	486.04999999999995	872.65	317.9	573.15	125.4	772.575
204454_at	1100.25	718.0	915.675	654.9	486.04999999999995	872.65	317.9	573.15	125.4	6201.75
204455_at	1100.25	718.0	915.675	654.9	486.04999999999995	872.65	317.9	573.15	125.4	6201.75
204456_s_at	1100.25	718.0	915.675	654.9	486.04999999999995	872.65	317.9	573.15	125.4	6201.75
204457_s_at	1100.25	718.0	915.675	654.9	486.04999999999995	872.65	317.9	573.15	125.4	6201.75
204458_at	1100.25	718.0	915.675	654.9	486.04999999999995	872.65	317.9	573.15	125.4	6201.75
204459_at	1100.25	5033.5	915.675	654.9	486.04999999999995	872.65	317.9	573.15	125.4	6201.75
204460_s_at	1100.25	5033.5	915.675	654.9	486.04999999999995	872.65	317.9	573.15	125.4	6201.75
204461_x_at	1100.25	219.4	915.675	654.9	486.04999999999995	872.65	317.9	573.15	125.4	6201.75
204462_s_at	1100.25	5002.65	915.675	654.9	486.04999999999995	872.65	317.9	1170.55	125.4	6201.75
204463_s_at	1100.25	5002.65	915.675	654.9	486.04999999999995	872.65	154.9	1170.55	125.4	6201.75
204464_s_at	1100.25	5002.65	915.675	654.9	486.04999999999995	872.65	154.9	1192.9	125.4	6201.75
204465_s_at	1100.25	5002.65	915.675	654.9	486.04999999999995	872.65	154.9	1192.9	125.4	6201.75
204466_s_at	558.65	5002.65	1055.4	654.9	486.04999999999995	872.65	154.9	1192.9	125.4	6201.75
204467_s_at	558.65	5002.65	1055.4	654.9	486.04999999999995	872.65	154.9	1192.9	125.4	63.0
204468_s_at	558.65	5002.65	218.9	654.9	486.04999999999995	872.65	154.9	1192.9	125.4	9064.4
204469_at	558.65	5002.65	218.9	654.9	486.04999999999995	872.65	154.9	1192.9	125.4	234.05
204470_at	558.65	5002.65	218.9	654.9	486.04999999999995	872.65	154.9	1192.9	125.4	234.05
204471_at	558.65	5002.65	218.9	654.9	486.04999999999995	872.65	154.9	1192.9	125.4	234.05
204472_at	558.65	5002.65	218.9	654.9	486.04999999999995	872.65	154.9	1192.9	776.55	234.05
204473_s_at	558.65	5002.65	218.9	654.9	473.15	872.65	154.9	1192.9	776.55	234.05
204474_at	558.65	5002.65	218.9	654.9	473.15	872.65	154.9	1192.9	776.55	234.05
204475_at	558.65	5002.65	218.9	654.9	473.15	872.65	154.9	1192.9	776.55	234.05
204476_s_at	558.65	5002.65	218.9	654.9	473.15	872.65	154.9	1192.9	776.55	234.05
204477_at	558.65	5002.65	218.9	654.9	473.15	872.65	154.9	1192.9	776.55	234.05
204478_s_at	558.65	5002.65	218.9	654.9	473.15	872.65	395.4	1192.9	776.55	234.05
204479_at	558.65	5002.65	218.9	654.9	473.15	872.65	395.4	1192.9	776.55	234.05
204480_s_at	558.65	5002.65	218.9	654.9	473.15	872.65	395.4	1192.9	776.55	234.05
204481_at	558.65	5002.65	218.9	654.9	473.15	872.65	395.4	1192.9	776.55	234.05
204482_at	558.65	5002.65	218.9	359.9	473.15	872.65	395.4	1192.9	776.55	234.05
204483_at	558.65	5002.65	218.9	359.9	473.15	872.65	395.4	1192.9	776.55	234.05
204484_at	558.65	5002.65	218.9	359.9	473.15	872.65	395.4	1192.9	776.55	234.05
204485_s_at	558.65	5002.65	218.9	359.9	473.15	872.65	395.4	1192.9	776.55	234.05
204486_at	558.65	5002.65	218.9	359.9	473.15	872.65	395.4	1192.9	776.55	234.05
204487_s_at	558.65	5002.65	218.9	359.9	473.15	872.65	395.4	1192.9	776.55	234.05
204488_at	558.65	5002.65	218.9	359.9	473.15	5164.05	395.4	1192.9	776.55	234.05
204489_s_at	558.65	5002.65	218.9	359.9	473.15	767.05	395.4	1286.65	776.55	101.25
204490_s_at	558.65	5002.65	218.9	359.9	473.15	767.05	395.4	5002.65	776.55	101.25
204491_at	558.65	5002.65	218.9	359.9	473.15	767.05	395.4	1033.75	776.55	101.25
204492_at	558.65	5002.65	218.9	359.9	473.15	767.05	395.4	1033.75	776.55	101.25
204493_at	558.65	5002.65	218.9	359.9	473.15	767.05	395.4	1033.75	776.55	101.25
204494_s_at	558.65	12061.25	218.9	359.9	775.65	767.05	395.4	1033.75	776.55	101.25
204495_s_at	558.65	12061.25	218.9	359.9	775.65	767.05	395.4	1033.75	776.55	101.25
204496_at	558.65	12061.25	121.0	359.9	775.65	767.05	395.4	1033.75	776.55	101.25
204497_at	558.65	12061.25	1124.25	359.9	775.65	767.05	395.4	1033.75	776.55	101.25
204498_s_at	558.65	12061.25	1124.25	359.9	775.65	767.05	395.4	1033.75	389.5	101.25
204499_at	558.65	12061.25	1124.25	359.9	775.65	767.05	1000.4	1033.75	389.5	101.25
204500_s_at	558.65	12061.25	1124.25	359.9	775.65	767.05	1000.4	1033.75	389.5	101.25
204501_at	558.65	12061.25	1124.25	359.9	775.65	767.05	1000.4	1033.75	389.5	101.25
204502_at	558.65	12061.25	1124.25	359.9	775.65	767.05	1000.4	1033.75	389.5	101.25
204503_at	558.65	12061.25	1124.25	359.9	775.65	767.05	1000.4	1033.75	389.5	101.25
204504_s_at	558.65	12061.25	1124.25	359.9	775.65	767.05	1000.4	1033.75	389.5	101.25
